"date","username","product","sku","model","quantity","unit_type","applied_cost_per_quantity","gross_amount","discount_amount","net_amount","exceeds_quota","total_monthly_quota","organization","cost_center_name","aic_quantity","aic_gross_amount"
"2026-03-07","back-endRobel","copilot","copilot_premium_request","Claude Sonnet 4.6","27","requests","0.04","1.08","1.08","0","False","1000","springfield-nuclear","frontend-guild","0","0"
"2026-03-07","dibbert-gloss","copilot","copilot_premium_request","Gemini 3 Pro","137","requests","0.04","5.48","5.48","0","False","300","aperture-labs","frontend-guild","0","0"
"2026-03-07","franey-happy","copilot","copilot_premium_request","Gemini 3 Pro","71","requests","0.04","2.84","2.84","0","False","1000","acme-corp","data-eng","0","0"
"2026-03-07","rhiannondach","copilot","copilot_premium_request","Claude Opus 4.5","104","requests","0.04","4.15999999999998","4.15999999999998","0","False","1000","Bluth-Company","","0","0"
"2026-03-07","brett64","copilot","coding_agent_premium_request","Coding Agent model","69","requests","0.04","2.75999999999999","2.75999999999999","0","False","1000","prestige-worldwide","cloud-native","0","0"
"2026-03-07","bluetoothBayer","copilot","copilot_premium_request","GPT-5","143","requests","0.04","5.71999999999999","5.71999999999999","0","False","1000","soylent-corp","","0","0"
"2026-03-07","dashawn_nader53","copilot","copilot_premium_request","GPT-5.2-Codex","12","requests","0.04","0.47999999999999","0.47999999999999","0","False","1000","massive-dynamic","security-ops","0","0"
"2026-03-07","senger-weigh","copilot","copilot_premium_request","Claude Sonnet 4.6","31","requests","0.04","1.24000000000001","1.24000000000001","0","False","1000","cyberdyne-sys","security-ops","0","0"
"2026-03-08","senger-weigh","copilot","coding_agent_premium_request","Coding Agent model","122","requests","0.04","4.87999999999998","4.87999999999998","0","False","1000","initech","frontend-guild","0","0"
"2026-03-08","opticalMorar","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","0.83","requests","0.04","0.0331999999999878","0.0331999999999878","0","False","1000","globex-inc","cloud-native","0","0"
"2026-03-08","abigail22","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","2.99","requests","0.04","0.119600000000005","0.119600000000005","0","False","1000","acme-corp","","0","0"
"2026-03-08","claude60","copilot","copilot_premium_request","Gemini 3 Pro","8","requests","0.04","0.320000000000002","0.320000000000002","0","False","1000","umbrella-corp","platform-team","0","0"
"2026-03-08","digitalKiehn","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","1.41","requests","0.04","0.0563999999999951","0.0563999999999951","0","False","1000","massive-dynamic","compliance","0","0"
"2026-03-08","josue79","copilot","copilot_premium_request","Claude Sonnet 4.6","39","requests","0.04","1.56000000000001","1.56000000000001","0","False","1000","springfield-nuclear","","0","0"
"2026-03-08","larue24","copilot","copilot_premium_request","Claude Sonnet 4.5","112","requests","0.04","4.48000000000001","4.48000000000001","0","False","1000","oscorp","","0","0"
"2026-03-08","florence_medhurst","copilot","copilot_premium_request","Code Review model","15","requests","0.04","0.600000000000003","0.600000000000003","0","False","1000","prestige-worldwide","security-ops","0","0"
"2026-03-08","eve93","copilot","copilot_premium_request","Claude Sonnet 4.6","3","requests","0.04","0.120000000000012","0.120000000000012","0","False","1000","waynetech","ml-infra","0","0"
"2026-03-08","brett64","copilot","copilot_premium_request","Claude Opus 4.6","143","requests","0.04","5.72000000000002","5.72000000000002","0","False","1000","cyberdyne-sys","","0","0"
"2026-03-08","virtualFarrell","copilot","copilot_premium_request","Claude Opus 4.6","63","requests","0.04","2.52000000000001","2.52000000000001","0","False","1000","initech","ml-infra","0","0"
"2026-03-08","oconnell-defin","copilot","copilot_premium_request","Claude Haiku 4.5","104","requests","0.04","4.16000000000001","4.16000000000001","0","False","1000","globex-inc","","0","0"
"2026-03-08","virtualGottlieb","copilot","copilot_premium_request","Auto: Gemini 3 Pro","1.87","requests","0.04","0.0747999999999907","0.0747999999999907","0","False","300","wonka-factory","cloud-native","0","0"
"2026-03-08","wirelessArmstrong","copilot","copilot_premium_request","GPT-5","56","requests","0.04","2.23999999999999","2.23999999999999","0","False","1000","piedpiper","","0","0"
"2026-03-08","1080pBauch","copilot","copilot_premium_request","GPT-5","79","requests","0.04","3.15999999999998","3.15999999999998","0","False","1000","vandelay-industries","platform-team","0","0"
"2026-03-08","dashawn_nader53","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","0.95","requests","0.04","0.0380000000000091","0.0380000000000091","0","False","300","dunder-mifflin-tech","ml-infra","0","0"
"2026-03-08","fletcher35","copilot","copilot_premium_request","GPT-5.2-Codex","85","requests","0.04","3.39999999999999","3.39999999999999","0","False","1000","vandelay-industries","data-eng","0","0"
"2026-03-08","hapticMacGyver","copilot","copilot_premium_request","Claude Haiku 4.5","116","requests","0.04","4.64000000000001","4.64000000000001","0","False","1000","soylent-corp","","0","0"
"2026-03-08","jay57","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","2.99","requests","0.04","0.119600000000014","0.119600000000014","0","False","300","springfield-nuclear","","0","0"
"2026-03-08","gary51","copilot","copilot_premium_request","Gemini 3 Pro","131","requests","0.04","5.24","5.24","0","False","300","oscorp","platform-team","0","0"
"2026-03-08","adah55","copilot","copilot_premium_request","Gemini 2.5 Pro","8","requests","0.04","0.320000000000021","0.320000000000021","0","False","300","hooli","","0","0"
"2026-03-08","stephen_kuvalis49","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","4.47","requests","0.04","0.178799999999983","0.178799999999983","0","False","1000","acme-corp","cloud-native","0","0"
"2026-03-08","rhiannondach","copilot","copilot_premium_request","Gemini 3 Pro","91","requests","0.04","3.64000000000001","3.64000000000001","0","False","1000","piedpiper","","0","0"
"2026-03-08","keyshawnschinner16","copilot","copilot_premium_request","Claude Opus 4.6","53","requests","0.04","2.12","2.12","0","False","1000","daily-planet-dev","data-eng","0","0"
"2026-03-08","connietreutel","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","3.74","requests","0.04","0.149599999999984","0.149599999999984","0","False","300","daily-planet-dev","compliance","0","0"
"2026-03-08","toney60","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","3.65","requests","0.04","0.14599999999998","0.14599999999998","0","False","1000","waynetech","","0","0"
"2026-03-08","mobileStehr-Grimes","copilot","copilot_premium_request","Code Review model","6","requests","0.04","0.240000000000016","0.240000000000016","0","False","1000","cyberdyne-sys","compliance","0","0"
"2026-03-09","solidstateChristians","copilot","copilot_premium_request","Gemini 3 Pro","44","requests","0.04","1.76","1.76","0","False","1000","starkindustries","security-ops","0","0"
"2026-03-09","back-endRobel","copilot","copilot_premium_request","Gemini 2.5 Pro","37","requests","0.04","1.47999999999999","1.47999999999999","0","False","1000","acme-corp","","0","0"
"2026-03-09","ludiemante36","copilot","copilot_premium_request","Gemini 3 Pro","20","requests","0.04","0.800000000000007","0.800000000000007","0","False","300","aperture-labs","","0","0"
"2026-03-09","cross-platformGraham","copilot","copilot_premium_request","Gemini 2.5 Pro","86","requests","0.04","3.43999999999999","3.43999999999999","0","False","1000","acme-corp","cloud-native","0","0"
"2026-03-09","oconnell-defin","copilot","copilot_premium_request","GPT-5.3-Codex","123","requests","0.04","4.91999999999998","4.91999999999998","0","False","1000","hooli","cloud-native","0","0"
"2026-03-09","digitalKiehn","copilot","copilot_premium_request","Claude Opus 4.5","14","requests","0.04","0.559999999999988","0.559999999999988","0","False","1000","soylent-corp","compliance","0","0"
"2026-03-09","back-endStreich-Schu","copilot","copilot_premium_request","GPT-5.3-Codex","122","requests","0.04","4.87999999999999","4.87999999999999","0","False","1000","starkindustries","security-ops","0","0"
"2026-03-09","suzanne_hahn54","copilot","copilot_premium_request","Claude Haiku 4.5","81","requests","0.04","3.23999999999998","3.23999999999998","0","False","1000","wonka-factory","","0","0"
"2026-03-09","adah55","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","4.36","requests","0.04","0.174400000000002","0.174400000000002","0","False","300","globex-inc","devex","0","0"
"2026-03-09","geneva94","copilot","copilot_premium_request","GPT-5.2","144","requests","0.04","5.75999999999998","5.75999999999998","0","False","1000","oscorp","","0","0"
"2026-03-09","rhiannondach","copilot","copilot_premium_request","GPT-5.1","115","requests","0.04","4.6","4.6","0","False","1000","massive-dynamic","security-ops","0","0"
"2026-03-09","dibbert-gloss","copilot","copilot_premium_request","Gemini 3 Pro","9","requests","0.04","0.360000000000013","0.360000000000013","0","False","1000","soylent-corp","platform-team","0","0"
"2026-03-09","mueller-tough","copilot","coding_agent_premium_request","Coding Agent model","126","requests","0.04","5.04","5.04","0","False","300","initech","devex","0","0"
"2026-03-09","wilkinson-short","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","0.6","requests","0.04","0.0240000000000209","0.0240000000000209","0","False","1000","springfield-nuclear","","0","0"
"2026-03-09","bluetoothBayer","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","1","requests","0.04","0.0400000000000107","0.0400000000000107","0","False","1000","wonka-factory","compliance","0","0"
"2026-03-09","kian_koch","copilot","copilot_premium_request","Claude Sonnet 4.6","74","requests","0.04","2.96000000000001","2.96000000000001","0","False","1000","soylent-corp","","0","0"
"2026-03-09","wirelessWehner","copilot","coding_agent_premium_request","Coding Agent model","19","requests","0.04","0.759999999999979","0.759999999999979","0","False","1000","dunder-mifflin-tech","ml-infra","0","0"
"2026-03-09","opticalMorar","copilot","copilot_premium_request","GPT-5.2-Codex","140","requests","0.04","5.6","5.6","0","False","1000","Bluth-Company","security-ops","0","0"
"2026-03-09","gary51","copilot","copilot_premium_request","Claude Opus 4.6","1","requests","0.04","0.0399999999999958","0.0399999999999958","0","False","300","dunder-mifflin-tech","","0","0"
"2026-03-09","mobileStehr-Grimes","copilot","copilot_premium_request","GPT-5.1","34","requests","0.04","1.35999999999999","1.35999999999999","0","False","300","starkindustries","","0","0"
"2026-03-09","toney60","copilot","copilot_premium_request","GPT-5.2","106","requests","0.04","4.23999999999998","4.23999999999998","0","False","1000","wonka-factory","","0","0"
"2026-03-09","brett64","copilot","copilot_premium_request","Claude Sonnet 4.6","51","requests","0.04","2.04000000000002","2.04000000000002","0","False","1000","prestige-worldwide","","0","0"
"2026-03-09","primaryMetz","copilot","copilot_premium_request","Claude Haiku 4.5","119","requests","0.04","4.75999999999999","4.75999999999999","0","False","1000","waynetech","devex","0","0"
"2026-03-09","auxiliaryLowe","copilot","copilot_premium_request","Claude Sonnet 4.5","147","requests","0.04","5.88","5.88","0","False","300","soylent-corp","","0","0"
"2026-03-09","hirthe-grant-trivi","copilot","copilot_premium_request","GPT-5.2","5","requests","0.04","0.19999999999998","0.19999999999998","0","False","300","wonka-factory","cloud-native","0","0"
"2026-03-09","virtualBradtke","copilot","copilot_premium_request","GPT-5","57","requests","0.04","2.28000000000001","2.28000000000001","0","False","1000","oscorp","","0","0"
"2026-03-09","herzog-clean","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","0.9","requests","0.04","0.0360000000000162","0.0360000000000162","0","False","300","springfield-nuclear","platform-team","0","0"
"2026-03-09","lois13","copilot","copilot_premium_request","Claude Opus 4.5","124","requests","0.04","4.96","4.96","0","False","1000","springfield-nuclear","ml-infra","0","0"
"2026-03-09","hapticMacGyver","copilot","copilot_premium_request","Code Review model","74","requests","0.04","2.96","2.96","0","False","1000","springfield-nuclear","ml-infra","0","0"
"2026-03-09","dashawn_nader53","copilot","copilot_premium_request","GPT-5","95","requests","0.04","3.79999999999999","3.79999999999999","0","False","1000","prestige-worldwide","","0","0"
"2026-03-09","macejkovic-ugly","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","4.22","requests","0.04","0.168800000000014","0.168800000000014","0","False","300","hooli","","0","0"
"2026-03-09","florence_medhurst","copilot","copilot_premium_request","Claude Haiku 4.5","2","requests","0.04","0.0799999999999949","0.0799999999999949","0","False","1000","hooli","platform-team","0","0"
"2026-03-10","herzog-clean","copilot","copilot_premium_request","GPT-5.2-Codex","43","requests","0.04","1.72000000000001","1.72000000000001","0","False","300","massive-dynamic","cloud-native","0","0"
"2026-03-10","virtualGottlieb","copilot","copilot_premium_request","GPT-5.2-Codex","26","requests","0.04","1.04000000000001","1.04000000000001","0","False","1000","cyberdyne-sys","platform-team","0","0"
"2026-03-10","mobileStehr-Grimes","copilot","copilot_premium_request","Auto: Gemini 3 Pro","1.8","requests","0.04","0.0719999999999845","0.0719999999999845","0","False","1000","umbrella-corp","platform-team","0","0"
"2026-03-10","suzanne_hahn54","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","4.38","requests","0.04","0.175200000000003","0.175200000000003","0","False","300","umbrella-corp","","0","0"
"2026-03-10","lorena30","copilot","copilot_premium_request","Auto: Gemini 3 Pro","0.82","requests","0.04","0.0328000000000042","0.0328000000000042","0","False","1000","aperture-labs","ml-infra","0","0"
"2026-03-10","josue79","copilot","copilot_premium_request","Gemini 2.5 Pro","132","requests","0.04","5.28000000000001","5.28000000000001","0","False","300","daily-planet-dev","data-eng","0","0"
"2026-03-10","heller-venge","copilot","copilot_premium_request","GPT-5.1","90","requests","0.04","3.60000000000001","3.60000000000001","0","False","1000","daily-planet-dev","devex","0","0"
"2026-03-10","eve93","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","0.55","requests","0.04","0.0220000000000091","0.0220000000000091","0","False","300","aperture-labs","devex","0","0"
"2026-03-10","ludiemante36","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","4.7","requests","0.04","0.188000000000004","0.188000000000004","0","False","300","acme-corp","data-eng","0","0"
"2026-03-10","rhonda96","copilot","copilot_premium_request","Claude Opus 4.6","17","requests","0.04","0.680000000000008","0.680000000000008","0","False","1000","wonka-factory","data-eng","0","0"
"2026-03-10","virtualFarrell","copilot","copilot_premium_request","Claude Haiku 4.5","7","requests","0.04","0.279999999999998","0.279999999999998","0","False","1000","vandelay-industries","data-eng","0","0"
"2026-03-10","lisandro88","copilot","copilot_premium_request","Code Review model","120","requests","0.04","4.79999999999999","4.79999999999999","0","False","1000","piedpiper","compliance","0","0"
"2026-03-10","virtualBradtke","copilot","copilot_premium_request","GPT-5.1","127","requests","0.04","5.08","5.08","0","False","1000","daily-planet-dev","","0","0"
"2026-03-10","tromp-petty","copilot","copilot_premium_request","GPT-5.3-Codex","58","requests","0.04","2.31999999999998","2.31999999999998","0","False","300","acme-corp","","0","0"
"2026-03-10","connietreutel","copilot","copilot_premium_request","Claude Opus 4.6","30","requests","0.04","1.20000000000002","1.20000000000002","0","False","1000","initech","","0","0"
"2026-03-10","ariane94","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","4.89","requests","0.04","0.195600000000005","0.195600000000005","0","False","1000","daily-planet-dev","compliance","0","0"
"2026-03-10","nathanial81","copilot","copilot_premium_request","Auto: Gemini 3 Pro","1.36","requests","0.04","0.0544000000000093","0.0544000000000093","0","False","1000","wonka-factory","","0","0"
"2026-03-10","open-sourceTerry","copilot","copilot_premium_request","Claude Sonnet 4.5","33","requests","0.04","1.31999999999999","1.31999999999999","0","False","1000","piedpiper","cloud-native","0","0"
"2026-03-10","macejkovic-ugly","copilot","copilot_premium_request","Code Review model","65","requests","0.04","2.60000000000002","2.60000000000002","0","False","1000","wonka-factory","ml-infra","0","0"
"2026-03-10","larue24","copilot","coding_agent_premium_request","Coding Agent model","43","requests","0.04","1.71999999999998","1.71999999999998","0","False","1000","soylent-corp","ml-infra","0","0"
"2026-03-10","oconnell-defin","copilot","copilot_premium_request","Auto: Gemini 3 Pro","2.6","requests","0.04","0.104000000000006","0.104000000000006","0","False","1000","prestige-worldwide","","0","0"
"2026-03-11","oconnell-defin","copilot","copilot_premium_request","GPT-5.3-Codex","133","requests","0.04","5.32","5.32","0","False","1000","starkindustries","cloud-native","0","0"
"2026-03-11","asha38","copilot","copilot_premium_request","Claude Sonnet 4.5","79","requests","0.04","3.16","3.16","0","False","300","cyberdyne-sys","cloud-native","0","0"
"2026-03-11","wirelessArmstrong","copilot","copilot_premium_request","GPT-5","103","requests","0.04","4.12","4.12","0","False","1000","daily-planet-dev","","0","0"
"2026-03-11","ariane94","spark","spark_premium_request","Auto: GPT-5.3-Codex","3.28","requests","0.04","0.131200000000013","0.131200000000013","0","False","1000","umbrella-corp","devex","0","0"
"2026-03-11","murazik-mealy","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","2.76","requests","0.04","0.110400000000009","0.110400000000009","0","False","300","hooli","","0","0"
"2026-03-11","senger-weigh","copilot","copilot_premium_request","GPT-5.1","36","requests","0.04","1.44","1.44","0","False","1000","prestige-worldwide","cloud-native","0","0"
"2026-03-11","macejkovic-ugly","copilot","copilot_premium_request","Claude Sonnet 4.5","135","requests","0.04","5.39999999999999","5.39999999999999","0","False","1000","waynetech","","0","0"
"2026-03-11","leland12","copilot","copilot_premium_request","Claude Sonnet 4.6","114","requests","0.04","4.56","4.56","0","False","1000","piedpiper","devex","0","0"
"2026-03-11","mobileBrakus","spark","spark_premium_request","Claude Sonnet 4.6","35","requests","0.04","1.39999999999999","1.39999999999999","0","False","300","acme-corp","security-ops","0","0"
"2026-03-11","hapticMacGyver","copilot","copilot_premium_request","Code Review model","61","requests","0.04","2.43999999999999","2.43999999999999","0","False","1000","massive-dynamic","cloud-native","0","0"
"2026-03-11","virtualGottlieb","copilot","copilot_premium_request","Claude Sonnet 4.5","122","requests","0.04","4.88","4.88","0","False","1000","oscorp","","0","0"
"2026-03-11","digitalKiehn","copilot","copilot_premium_request","GPT-5.1","150","requests","0.04","5.99999999999999","5.99999999999999","0","False","1000","globex-inc","","0","0"
"2026-03-11","herzog-clean","copilot","copilot_premium_request","Claude Sonnet 4.6","115","requests","0.04","4.60000000000002","4.60000000000002","0","False","300","dunder-mifflin-tech","","0","0"
"2026-03-11","franey-happy","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","1.42","requests","0.04","0.0568000000000178","0.0568000000000178","0","False","1000","wonka-factory","frontend-guild","0","0"
"2026-03-11","back-endStreich-Schu","copilot","copilot_premium_request","Claude Opus 4.5","43","requests","0.04","1.72000000000001","1.72000000000001","0","False","1000","umbrella-corp","security-ops","0","0"
"2026-03-11","adah55","copilot","copilot_premium_request","Claude Opus 4.5","112","requests","0.04","4.47999999999998","4.47999999999998","0","False","1000","aperture-labs","","0","0"
"2026-03-11","antonia68","copilot","copilot_premium_request","Claude Haiku 4.5","103","requests","0.04","4.11999999999998","4.11999999999998","0","False","1000","oscorp","devex","0","0"
"2026-03-11","gary51","copilot","copilot_premium_request","GPT-5.3-Codex","76","requests","0.04","3.04","3.04","0","False","1000","globex-inc","","0","0"
"2026-03-11","ludiemante36","copilot","coding_agent_premium_request","Coding Agent model","132","requests","0.04","5.28000000000001","5.28000000000001","0","False","1000","daily-planet-dev","cloud-native","0","0"
"2026-03-11","primaryMetz","copilot","copilot_premium_request","Claude Opus 4.6","27","requests","0.04","1.08000000000002","1.08000000000002","0","False","1000","massive-dynamic","compliance","0","0"
"2026-03-11","open-sourceNitzsche","spark","spark_premium_request","GPT-5","98","requests","0.04","3.92000000000001","3.92000000000001","0","False","1000","umbrella-corp","platform-team","0","0"
"2026-03-11","josue79","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","2.84","requests","0.04","0.113599999999994","0.113599999999994","0","False","300","starkindustries","","0","0"
"2026-03-11","dibbert-gloss","copilot","copilot_premium_request","GPT-5.1","123","requests","0.04","4.92000000000001","4.92000000000001","0","False","1000","dunder-mifflin-tech","platform-team","0","0"
"2026-03-11","wirelessWehner","copilot","copilot_premium_request","Claude Opus 4.5","114","requests","0.04","4.56000000000001","4.56000000000001","0","False","300","daily-planet-dev","cloud-native","0","0"
"2026-03-11","nathanial81","copilot","copilot_premium_request","Gemini 2.5 Pro","7","requests","0.04","0.279999999999994","0.279999999999994","0","False","1000","Bluth-Company","","0","0"
"2026-03-11","hirthe-grant-trivi","copilot","copilot_premium_request","Claude Sonnet 4.6","37","requests","0.04","1.48","1.48","0","False","1000","waynetech","","0","0"
"2026-03-11","kian_koch","copilot","copilot_premium_request","Gemini 2.5 Pro","50","requests","0.04","2.00000000000002","2.00000000000002","0","False","300","dunder-mifflin-tech","frontend-guild","0","0"
"2026-03-11","1080pBauch","copilot","copilot_premium_request","Auto: GPT-5.2-Codex","2.8","requests","0.04","0.112000000000007","0.112000000000007","0","False","1000","massive-dynamic","","0","0"
"2026-03-11","fletcher35","copilot","copilot_premium_request","Gemini 2.5 Pro","5","requests","0.04","0.199999999999998","0.199999999999998","0","False","300","massive-dynamic","","0","0"
"2026-03-11","daryl90","copilot","copilot_premium_request","GPT-5","116","requests","0.04","4.64000000000001","4.64000000000001","0","False","1000","soylent-corp","frontend-guild","0","0"
"2026-03-11","multi-byteBednar","copilot","copilot_premium_request","Auto: Gemini 3 Pro","4.56","requests","0.04","0.182399999999993","0.182399999999993","0","False","300","piedpiper","cloud-native","0","0"
"2026-03-11","polly99","copilot","copilot_premium_request","GPT-5.2","33","requests","0.04","1.32000000000001","1.32000000000001","0","False","1000","globex-inc","cloud-native","0","0"
"2026-03-11","lorena30","copilot","copilot_premium_request","Auto: Claude Sonnet 4.5","2.31","requests","0.04","0.0923999999999925","0.0923999999999925","0","False","1000","oscorp","cloud-native","0","0"
"2026-03-11","geneva94","copilot","copilot_premium_request","GPT-5.2-Codex","103","requests","0.04","4.12000000000002","4.12000000000002","0","False","1000","cyberdyne-sys","ml-infra","0","0"
"2026-03-11","cross-platformGraham","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","2","requests","0.04","0.0799999999999913","0.0799999999999913","0","False","300","starkindustries","cloud-native","0","0"
"2026-03-11","erik67","copilot","coding_agent_premium_request","Coding Agent model","75","requests","0.04","3","3","0","False","1000","waynetech","cloud-native","0","0"
"2026-03-11","open-sourceTerry","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","3.04","requests","0.04","0.121599999999987","0.121599999999987","0","False","1000","prestige-worldwide","","0","0"
"2026-03-11","abigail22","copilot","copilot_premium_request","GPT-5.1","36","requests","0.04","1.43999999999999","1.43999999999999","0","False","300","oscorp","platform-team","0","0"
"2026-03-11","tromp-petty","spark","spark_premium_request","GPT-5.3-Codex","74","requests","0.04","2.95999999999999","2.95999999999999","0","False","1000","piedpiper","data-eng","0","0"
"2026-03-12","auxiliaryLowe","copilot","copilot_premium_request","Claude Opus 4.5","75","requests","0.04","2.99999999999999","2.99999999999999","0","False","1000","starkindustries","frontend-guild","0","0"
"2026-03-12","virtualBradtke","copilot","copilot_premium_request","Gemini 3 Pro","64","requests","0.04","2.55999999999998","2.55999999999998","0","False","300","starkindustries","compliance","0","0"
"2026-03-12","murazik-mealy","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","0.33","requests","0.04","0.0131999999999847","0.0131999999999847","0","False","1000","vandelay-industries","devex","0","0"
"2026-03-12","open-sourceTerry","copilot","copilot_premium_request","Claude Opus 4.5","65","requests","0.04","2.60000000000002","2.60000000000002","0","False","1000","initech","compliance","0","0"
"2026-03-12","josue79","copilot","copilot_premium_request","GPT-5.1","5","requests","0.04","0.199999999999984","0.199999999999984","0","False","1000","waynetech","data-eng","0","0"
"2026-03-12","franey-happy","copilot","copilot_premium_request","Claude Opus 4.6","99","requests","0.04","3.95999999999998","3.95999999999998","0","False","300","cyberdyne-sys","data-eng","0","0"
"2026-03-12","rhiannondach","copilot","copilot_premium_request","GPT-5","70","requests","0.04","2.79999999999998","2.79999999999998","0","False","1000","oscorp","data-eng","0","0"
"2026-03-12","open-sourceNitzsche","copilot","coding_agent_premium_request","Coding Agent model","95","requests","0.04","3.8","3.8","0","False","1000","hooli","compliance","0","0"
"2026-03-12","multi-byteBednar","spark","spark_premium_request","GPT-5.2","110","requests","0.04","4.4","4.4","0","False","1000","hooli","cloud-native","0","0"
"2026-03-12","lois13","copilot","copilot_premium_request","GPT-5.2","85","requests","0.04","3.4","3.4","0","False","1000","starkindustries","frontend-guild","0","0"
"2026-03-12","oconnell-defin","copilot","copilot_premium_request","Claude Opus 4.6","98","requests","0.04","3.91999999999998","3.91999999999998","0","False","1000","springfield-nuclear","security-ops","0","0"
"2026-03-12","digitalKiehn","copilot","copilot_premium_request","GPT-5.1","18","requests","0.04","0.720000000000019","0.720000000000019","0","False","1000","daily-planet-dev","compliance","0","0"
"2026-03-12","polly99","copilot","copilot_premium_request","Auto: Gemini 3 Pro","3.7","requests","0.04","0.147999999999989","0.147999999999989","0","False","1000","prestige-worldwide","compliance","0","0"
"2026-03-12","larue24","copilot","copilot_premium_request","Auto: Gemini 3 Pro","1.63","requests","0.04","0.0651999999999884","0.0651999999999884","0","False","1000","wonka-factory","","0","0"
"2026-03-12","abigail22","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","1.46","requests","0.04","0.0583999999999827","0.0583999999999827","0","False","1000","soylent-corp","data-eng","0","0"
"2026-03-13","antonia68","spark","spark_premium_request","GPT-5.1","41","requests","0.04","1.63999999999999","1.63999999999999","0","False","1000","starkindustries","","0","0"
"2026-03-13","oconnell-defin","copilot","copilot_premium_request","Claude Opus 4.6","34","requests","0.04","1.36","1.36","0","False","1000","wonka-factory","frontend-guild","0","0"
"2026-03-13","senger-weigh","copilot","copilot_premium_request","Gemini 2.5 Pro","17","requests","0.04","0.679999999999997","0.679999999999997","0","False","1000","massive-dynamic","devex","0","0"
"2026-03-13","florence_medhurst","copilot","copilot_premium_request","GPT-5.3-Codex","148","requests","0.04","5.91999999999999","5.91999999999999","0","False","1000","massive-dynamic","compliance","0","0"
"2026-03-13","mobileStehr-Grimes","copilot","copilot_premium_request","Auto: Gemini 3 Pro","4.08","requests","0.04","0.163200000000017","0.163200000000017","0","False","1000","prestige-worldwide","","0","0"
"2026-03-13","ludiemante36","copilot","copilot_premium_request","GPT-5.3-Codex","59","requests","0.04","2.36","2.36","0","False","1000","hooli","","0","0"
"2026-03-13","mueller-tough","spark","spark_premium_request","GPT-5.3-Codex","16","requests","0.04","0.640000000000004","0.640000000000004","0","False","1000","cyberdyne-sys","","0","0"
"2026-03-13","murazik-mealy","copilot","copilot_premium_request","Claude Sonnet 4.5","105","requests","0.04","4.20000000000001","4.20000000000001","0","False","300","umbrella-corp","","0","0"
"2026-03-13","daryl90","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","3.48","requests","0.04","0.139199999999987","0.139199999999987","0","False","300","daily-planet-dev","platform-team","0","0"
"2026-03-13","geneva94","copilot","copilot_premium_request","Claude Sonnet 4.5","49","requests","0.04","1.95999999999999","1.95999999999999","0","False","1000","aperture-labs","","0","0"
"2026-03-13","polly99","copilot","copilot_premium_request","GPT-5","150","requests","0.04","6","6","0","False","1000","springfield-nuclear","","0","0"
"2026-03-13","lorena30","copilot","copilot_premium_request","Auto: GPT-5.3-Codex","3.23","requests","0.04","0.129200000000004","0.129200000000004","0","False","1000","piedpiper","","0","0"
"2026-03-13","cross-platformGraham","copilot","copilot_premium_request","Claude Sonnet 4.5","135","requests","0.04","5.39999999999999","5.39999999999999","0","False","1000","springfield-nuclear","","0","0"
"2026-03-13","ariane94","copilot","copilot_premium_request","Auto: Gemini 3 Pro","1.8","requests","0.04","0.0719999999999967","0.0719999999999967","0","False","1000","hooli","","0","0"
"2026-03-13","andy48","copilot","copilot_premium_request","Auto: Claude Sonnet 4.6","1.48","requests","0.04","0.0592000000000073","0.0592000000000073","0","False","1000","vandelay-industries","","0","0"
"2026-03-13","abigail22","copilot","copilot_premium_request","GPT-5.2","46","requests","0.04","1.83999999999999","1.83999999999999","0","False","300","acme-corp","","0","0"
"2026-03-13","heller-venge","copilot","copilot_premium_request","Claude Sonnet 4.6","62","requests","0.04","2.48000000000002","2.48000000000002","0","False","1000","acme-corp","frontend-guild","0","0"
"2026-03-13","kian_koch","copilot","copilot_premium_request","Gemini 2.5 Pro","149","requests","0.04","5.95999999999998","5.95999999999998","0","False","1000","aperture-labs","cloud-native","0","0"
